beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
Lawnmower Lager,American Adjunct Lager,12,0.039,16,155,Caldera Brewing Company,Ashland,OR
Ashland Amber Ale (2009),American Amber / Red Ale,12,0.054,24,155,Caldera Brewing Company,Ashland OR,
Caldera IPA (2009),American IPA,16.9,0.061,94,155,Caldera Brewing Company,Ashland,OR
Caldera IPA (2007),American IPA,12,0.06%,94,155,Caldera Brewing Company,Ashland,OR
Caldera Pale Ale (2010),American Pale Ale (APA),12,0.06%,55,155,Caldera Brewing Company,Ashland,OR
Caldera Pale Ale (2009),American Pale Ale (APA),12,0.056,55,155,Caldera Brewing Company,Ashland,OR
Caldera Pale Ale (2005),American Pale Ale (APA),12,0.056,55,155,Caldera Brewing Company,Ashland,OR
Caldera Pale Ale (2007),American Pale Ale (APA),12,0.056,55,155,Caldera Brewing Company,Ashland,OR
Caldera Pale Ale (2011),American Pale Ale (APA),12,0.056,55,155,Caldera Brewing Company,Ashland,OR
Ashland Amber Ale,American Amber / Red Ale,12,0.054,24,155,Caldera Brewing Company,Ashland,OR
Caldera IPA,American IPA,12,0.061,94,155,Caldera Brewing Company,Ashland,OR
Remain in Light,American Pilsner,12,0.05,N/A,178,Cambridge Brewing Company,Cambridge MA,
Flower Child (2014),American IPA,12,0.07%,N/A,178,Cambridge Brewing Company,Cambridge,MA
THP White (2006),Witbier,12,,N/A,497,Cans Bar and Canteen,Charlotte,NC
THP Amber (2006),American Amber / Red Ale,12,,N/A,497,Cans Bar and Canteen,Charlotte,NC
THP Light (2006),American Blonde Ale,12,,N/A,497,Cans Bar and Canteen,Charlotte,NC
THP Dark (2006),English Dark Mild Ale,12,,N/A,497,Cans Bar and Canteen,Charlotte,NC
Imperial Pumpkin Stout,Pumpkin Ale,12,0.099,43,230,Cape Ann Brewing Company,Gloucester,MA
Dead-Eye DIPA,American Double / Imperial IPA,12,0.09,130,230,Cape Ann Brewing Company,Gloucester,MA
Fisherman's IPA,American IPA,12,0.06%,64,230,Cape Ann Brewing Company,Gloucester,MA
Fisherman's Pils,German Pilsener,12,0.054,35,230,Cape Ann Brewing Company,Gloucester,MA
Fisherman's Brew,American Amber / Red Ale,12,0.06%,30,230,Cape Ann Brewing Company,Gloucester MA,
Cape Cod Red,American Amber / Red Ale,12,0.055,35,267,Cape Cod Beer,Hyannis,MA
Beach Blonde,American Blonde Ale,12,0.05%,10,267,Cape Cod Beer,Hyannis,MA
Dark Voyage Black IPA (2013),American Black Ale,12,0.065,80,192,Capital Brewery,Middleton,WI
Wisconsin Amber,Vienna Lager,12,0.052,28,192,Capital Brewery,Middleton,WI
Lake House,Munich Helles Lager,12,0.05%,18,192,Capital Brewery,Middleton,WI
Ghost Ship White IPA,American IPA,12,0.056,55,192,Capital Brewery,Middleton,WI
Lake House,Munich Helles Lager,12,0.046,18,192,Capital Brewery,Middleton,WI
Mutiny IPA,American IPA,12,0.062,70,192,Capital Brewery,Middleton,WI
Wisconsin Amber (1998),Vienna Lager,12,0.05%,N/A,192,Capital Brewery,Middleton,WI
Island Wheat,American Pale Wheat Ale,12,0.04%,N/A,192,Capital Brewery,Middleton,WI
Wisconsin Amber (2013),Vienna Lager,13.5,0.052,N/A,192,Capital Brewery,Middleton,WI
U.S. Pale Ale,American Pale Ale (APA),12,0.05,N/A,192,Capital Brewery,Middleton,WI
Supper Club Lager,American Pale Lager,16.9,,N/A,192,Capital Brewery,Middleton,WI
Carolina Lighthouse (2007),American Blonde Ale,12,0.04,N/A,504,Carolina Beer & Beverage,Mooresville NC,
Carolina Blonde (2006),American Blonde Ale,12,0.05%,N/A,504,Carolina Beer & Beverage,Mooresville NC,
Carolina Blonde Light (2005),American Blonde Ale,12,0.035,N/A,504,Carolina Beer & Beverage,Mooresville,NC
Santa's Secret,Winter Warmer,12,0.059,22,179,Carolina Brewery,Pittsboro,NC
Flagship IPA,English India Pale Ale (IPA),12,0.06%,N/A,179,Carolina Brewery,Pittsboro,NC
Sky Blue Golden Ale,Kölsch,12,0.051,N/A,179,Carolina Brewery,Pittsboro,NC
Epitome,American Black Ale,12,0.099,100,222,Carton Brewing Company,Atlantic Highlands,NJ
Monkey Chased the Weasel,Berliner Weissbier,12,0.039,9,222,Carton Brewing Company,Atlantic Highlands,NJ
077XX,American Double / Imperial IPA,12,0.078,80,222,Carton Brewing Company,Atlantic Highlands NJ,
Boat Beer,American IPA,12,0.042,35,222,Carton Brewing Company,Atlantic Highlands,NJ
Granny Smith Hard Apple Cider,Cider,12,0.069,N/A,404,Cascadia Ciderworks United,Portland,OR
Dry Hard Apple Cider,Cider,12,0.069,N/A,404,Cascadia Ciderworks United,Portland,OR
Farmer Ted's Cream Ale,Cream Ale,12,0.056,N/A,331,Catawba Brewing Company,Morganton,NC
Firewater India Pale Ale,American IPA,12,0.052,N/A,331,Catawba Brewing Company,Morganton,NC
White Zombie Ale,Witbier,12,0.047,N/A,331,Catawba Brewing Company,Morganton,NC
King Winterbolt Winter Ale,Winter Warmer,12,0.07,N/A,331,Catawba Brewing Company,Morganton,NC
White Zombie Ale,Witbier,16.9,0.047,N/A,331,Catawba Brewing Company,Morganton,NC
Firewater India Pale Ale,American IPA,12,0.052,N/A,331,Catawba Brewing Company,Morganton,NC
Farmer Ted's Farmhouse Cream Ale,Cream Ale,12,0.056,N/A,331,Catawba Brewing Company,Morganton,NC
Whitecap Wit,Witbier,12,0.048,16,285,Catawba Island Brewing,Port Clinton,OH
Seiche Scottish Ale,Scottish Ale,12,0.078,16,285,Catawba Island Brewing,Port Clinton,OH
Peanut Butter Jelly Time,American Brown Ale,12,0.06%,N/A,96,Catawba Valley Brewing Company,Morganton,NC
King Coconut,American Porter,12,0.054,N/A,96,Catawba Valley Brewing Company,Morganton,NC
Gone A-Rye,American Double / Imperial IPA,12,0.085,90,29,Cedar Creek Brewery,Seven Points,TX
Special Release,,12,,N/A,29,Cedar Creek Brewery,Seven Points,TX
Dankosaurus,American IPA,12,0.07%,70,29,Cedar Creek Brewery,Seven Points,TX
Scruffy's Smoked Alt,Smoked Beer,12,0.05%,35,29,Cedar Creek Brewery,Seven Points,TX
Elliott's Phoned Home Pale Ale,American Pale Ale (APA),12,0.05%,36,29,Cedar Creek Brewery,Seven Points,TX
The Lawn Ranger,Cream Ale,12,0.05,18,29,Cedar Creek Brewery,Seven Points,TX
All American Blonde Ale,American Blonde Ale,12,0.05%,N/A,452,Centennial Beer Company,Edwards,CO
All American Red Ale,American Amber / Red Ale,12,0.05,N/A,452,Centennial Beer Company,Edwards CO,
Main St. Virginia Ale,Altbier,12,0.05,40,122,Center of the Universe Brewing C...,Ashland,VA
Chin Music Amber Lager,American Amber / Red Lager,12,0.045,24,122,Center of the Universe Brewing C...,Ashland,VA
Main St. Virginia Ale,Altbier,12,0.05,40,122,Center of the Universe Brewing C...,Ashland,VA
Ray Ray’s Pale Ale,American Pale Ale (APA),12,0.052,42,122,Center of the Universe Brewing C...,Ashland,VA
Chai Ale,Herbed / Spiced Beer,12,0.051,15,350,Central Coast Brewing Company,San Luis Obispo,CA
Lucky Day IPA,American IPA,12,0.072,85,350,Central Coast Brewing Company,San Luis Obispo CA,
Terrace Hill Double IPA,American Double / Imperial IPA,12,0.095,99,350,Central Coast Brewing Company,San Luis Obispo,CA
Catch 23,American Black Ale,12,0.075,77,350,Central Coast Brewing Company,San Luis Obispo,CA
Stickin' In My Rye,Rye Beer,16.9,0.07,N/A,236,Champion Brewing Company,Charlottesville,VA
Black Me Stout,American Stout,12,0.06,45,236,Champion Brewing Company,Charlottesville,VA
Killer Kolsch,Kölsch,12,0.05,22,236,Champion Brewing Company,Charlottesville,VA
Missile IPA,American IPA,12,0.07%,65,236,Champion Brewing Company,Charlottesville VA,
Enlighten,Kölsch,12,0.045,N/A,250,Chapman's Brewing,Angola,IN
Ale Cider,Fruit / Vegetable Beer,12,0.065,8,250,Chapman's Brewing,Angola,IN
Pail Ale,American Pale Ale (APA),12,0.055,30,250,Chapman's Brewing,Angola,IN
Englishman,English Brown Ale,13.5,0.05%,N/A,250,Chapman's Brewing,Angola IN,
8 Barrel,American Strong Ale,12,0.08%,69,226,Chatham Brewing,Chatham,NY
Oktoberfest,Märzen / Oktoberfest,12,0.055,40,226,Chatham Brewing,Chatham,NY
IPA #11,American IPA,12,0.06%,58,121,Cheboygan Brewing Company,Cheboygan,MI
Blood Orange Honey,Fruit / Vegetable Beer,12,0.06%,10,121,Cheboygan Brewing Company,Cheboygan,MI
Lighthouse Amber,Altbier,12,0.052,N/A,121,Cheboygan Brewing Company,Cheboygan,MI
Bay of Bengal Double IPA (2014),American Double / Imperial IPA,11.2,0.089,126,99,Christian Moerlein Brewing Company,Cincinnati,OH
Churchkey Pilsner Style Beer,American Pilsner,12,0.049,29,526,Churchkey Can Company,Seattle,WA
First Press,Cider,12,0.05,N/A,425,Ciderboys,Stevens Point,WI
Magic Apple,Cider,12,0.05%,N/A,425,Ciderboys,Stevens Point,WI
Cubano Espresso,Bock,12,0.055,25,141,Cigar City Brewing Company,Tampa,FL
Operation Homefront,American IPA,12,0.062,65,141,Cigar City Brewing Company,Tampa,FL
Wandering Pelican,American Black Ale,12,0.082,65,141,Cigar City Brewing Company,Tampa,FL
Sugar Plum,American Brown Ale,12,0.055,N/A,141,Cigar City Brewing Company,Tampa,FL
Oktoberfest,Märzen / Oktoberfest,12,0.055,N/A,141,Cigar City Brewing Company,Tampa,FL
Puppy's Breath Porter,American Porter,12,0.06,N/A,141,Cigar City Brewing Company,Tampa,FL
Happening Now,American IPA,12,0.045,N/A,141,Cigar City Brewing Company,Tampa,FL
Hopped on the High Seas (Hop #529),American IPA,12,0.07,60,141,Cigar City Brewing Company,Tampa,FL
Hopped on the High Seas (Calypso),American IPA,12,0.07,60,141,Cigar City Brewing Company,Tampa,FL
Wiregrass Post-Prohibition Ale,American Pale Ale (APA),12,0.063,N/A,141,Cigar City Brewing Company,Tampa,FL
Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,16.9,0.07%,60,141,Cigar City Brewing Company,Tampa,FL
Hopped on the High Seas (Citra),American IPA,16,0.07,60,141,Cigar City Brewing Company,Tampa,FL
Hopped on the High Seas (Ahtanum),American IPA,13.5,0.07,60,141,Cigar City Brewing Company,Tampa,FL
Gwar Beer,American Pale Ale (APA),12,0.055,N/A,141,Cigar City Brewing Company,Tampa,FL
Tropical Heatwave,American Pale Wheat Ale,12,0.052,N/A,141,Cigar City Brewing Company,Tampa,FL
Humidor Series India Pale Ale,American IPA,12,0.075,70,141,Cigar City Brewing Company,Tampa,FL
Jai Alai IPA Aged on White Oak,American IPA,12,0.075,70,141,Cigar City Brewing Company,Tampa,FL
José Martí American Porter,American Porter,12,0.08,65,141,Cigar City Brewing Company,Tampa,FL
Invasion Pale Ale,American Pale Ale (APA),12,0.05%,N/A,141,Cigar City Brewing Company,Tampa,FL
Maduro Brown Ale,English Brown Ale,12,0.055,25,141,Cigar City Brewing Company,Tampa FL,
Maduro Brown Ale,American Brown Ale,12,0.06%,25,141,Cigar City Brewing Company,Tampa,FL
Hotter Than Helles Lager,Munich Helles Lager,12,0.05%,N/A,141,Cigar City Brewing Company,Tampa,FL
Tocobaga Red Ale,American Amber / Red Ale,12,0.07%,75,141,Cigar City Brewing Company,Tampa,FL
Jai Alai IPA,American IPA,12,0.075,70,141,Cigar City Brewing Company,Tampa,FL
Florida Cracker Belgian Wit,Witbier,12,0.05%,18,141,Cigar City Brewing Company,Tampa,FL
Shark Tracker Light lager,Light Lager,12,0.048,N/A,145,Cisco Brewers,Nantucket,MA
Pumple Drumkin,Pumpkin Ale,13.5,0.06,N/A,145,Cisco Brewers,Nantucket,MA
Grey Lady,Witbier,12,0.045,N/A,145,Cisco Brewers,Nantucket,MA
Summer of Lager,Munich Helles Lager,12,0.06%,N/A,145,Cisco Brewers,Nantucket,MA
Indie Pale Ale,American IPA,12,0.065,N/A,145,Cisco Brewers,Nantucket,MA
Sankaty Light Lager,Light Lager,12,0.04%,N/A,145,Cisco Brewers,Nantucket,MA
Whale's Tale Pale Ale,English Pale Ale,12,0.06%,N/A,145,Cisco Brewers,Nantucket,MA
Jacaranada Rye IPA,American IPA,12,0.067,60,320,Claremont Craft Ales,Claremont,CA
Cascadian Dark Ale,American Black Ale,12,0.06%,75,418,Coalition Brewing Company,Portland,OR
Wheat the People,American Pale Wheat Ale,12,0.044,13,418,Coalition Brewing Company,Portland,OR
Tybee Island Blonde,American Blonde Ale,12,0.047,17,415,Coastal Empire Beer Company,Savannah,GA
Savannah Brown Ale,American Brown Ale,12,0.062,55,415,Coastal Empire Beer Company,Savannah,GA
Rhode Island Blueberry,Kölsch,12,0.046,11,101,Coastal Extreme Brewing Company,Newport,RI
Newport Storm IPA,American IPA,16.9,0.065,75,101,Coastal Extreme Brewing Company,Newport,RI
Hurricane Amber Ale (2004),American Amber / Red Ale,12,0.052,24,101,Coastal Extreme Brewing Company,Newport,RI
Hurricane Amber Ale,American Amber / Red Ale,12,0.052,24,101,Coastal Extreme Brewing Company,Newport,RI
Big Blue Van,Fruit / Vegetable Beer,12,0.058,N/A,232,College Street Brewhouse and Pub,Lake Havasu City,AZ
Des Moines IPA,American IPA,12,0.068,75,482,Confluence Brewing Company,Des Moines,IA
Capital Gold Golden Lager,German Pilsener,12,0.048,22,482,Confluence Brewing Company,Des Moines,IA
Farmer John's Multi-Grain Ale,American Blonde Ale,12,0.056,21,482,Confluence Brewing Company,Des Moines IA,
Behemoth,American Pilsner,12,0.05,N/A,139,Core Brewing & Distilling Company,Springdale,AR
Arkansas Red,American Amber / Red Ale,16.9,0.052,N/A,139,Core Brewing & Distilling Company,Springdale,AR
Core Oatmeal Stout,Oatmeal Stout,12,0.057,N/A,139,Core Brewing & Distilling Company,Springdale,AR
Core ESB,Extra Special / Strong Bitter (ESB),12,0.061,N/A,139,Core Brewing & Distilling Company,Springdale AR,
Chester's Beer (2005),American Pale Lager,12,0.038,N/A,512,Cottrell Brewing,Pawcatuck,CT
Heiner Brau Kölsch,Kölsch,12,0.05%,N/A,553,Covington Brewhouse,Covington,LA
Trigger Blonde Ale,American Blonde Ale,12,0.05%,N/A,515,Crabtree Brewing Company,Greeley,CO
Crabtree Oatmeal Stout,Oatmeal Stout,12,0.08%,29,515,Crabtree Brewing Company,Greeley,CO
Eclipse Black IPA,American Black Ale,12,0.077,71,515,Crabtree Brewing Company,Greeley,CO
Neomexicanus Native,American Pale Ale (APA),12,0.06,46,63,Crazy Mountain Brewing Company,Edwards,CO
Old Soul,Belgian Strong Pale Ale,16.9,0.08%,25,63,Crazy Mountain Brewing Company,Edwards,CO
Snowcat Coffee Stout,American Stout,12,0.059,N/A,63,Crazy Mountain Brewing Company,Edwards,CO
WinterWonderGrass Festival Ale,American Amber / Red Ale,12,,N/A,63,Crazy Mountain Brewing Company,Edwards,CO
Boohai Red Ale,American Amber / Red Ale,12,,N/A,63,Crazy Mountain Brewing Company,Edwards,CO
Lava Lake Wit,Witbier,12,0.052,15,63,Crazy Mountain Brewing Company,Edwards,CO
Mountain Livin' Pale Ale,American Pale Ale (APA),12,0.06,N/A,63,Crazy Mountain Brewing Company,Edwards,CO
Crazy Mountain Amber Ale,American Amber / Red Ale,12,0.052,25,63,Crazy Mountain Brewing Company,Edwards,CO
Tropicalia,American IPA,12,0.065,65,247,Creature Comforts,Athens,GA
Athena,Berliner Weissbier,12,0.05%,N/A,247,Creature Comforts,Athens,GA
Aviator Raspberry Blonde,American Blonde Ale,12,0.05%,25,169,Crooked Fence Brewing Company,Garden City,ID
3 Picket Porter,American Porter,12,0.06%,N/A,169,Crooked Fence Brewing Company,Garden City,ID
Rusty Nail Pale Ale,American Pale Ale (APA),12,0.056,N/A,169,Crooked Fence Brewing Company,Garden City,ID
Red Water Irish Style Red,American Amber / Red Ale,16.9,0.065,N/A,212,Crow Peak Brewing Company,Spearfish,SD
Mjöllnir,Herbed / Spiced Beer,12,0.066,N/A,212,Crow Peak Brewing Company,Spearfish,SD
Bear Butte Nut Brown Ale,American Brown Ale,12,0.06%,N/A,212,Crow Peak Brewing Company,Spearfish,SD
Easy Livin' Summer Ale,American Blonde Ale,12,0.045,N/A,212,Crow Peak Brewing Company,Spearfish,SD
Canyon Cream Ale,Cream Ale,12,0.06%,N/A,212,Crow Peak Brewing Company,Spearfish,SD
Pile O'Dirt Porter,American Porter,12,0.069,N/A,212,Crow Peak Brewing Company,Spearfish,SD
11th Hour IPA,American IPA,12,0.06,N/A,212,Crow Peak Brewing Company,Spearfish,SD
South Ridge Amber Ale,American Amber / Red Ale,12,0.06%,31,472,Crystal Springs Brewing Company,Boulder,CO
Summertime Ale,Kölsch,12,0.052,23,472,Crystal Springs Brewing Company,Boulder,CO
Lost River Blonde Ale,American Blonde Ale,12,0.05%,N/A,315,Cutters Brewing Company,Avon,IN
Monon Wheat,Witbier,13.5,0.054,N/A,315,Cutters Brewing Company,Avon,IN
Floyd's Folly,Scottish Ale,12,0.08,N/A,315,Cutters Brewing Company,Avon,IN
Half Court IPA,American IPA,12,0.063,N/A,315,Cutters Brewing Company,Avon,IN
Geary's Pale Ale,English Pale Ale,12,0.05%,N/A,323,D.L. Geary Brewing Company,Portland,ME
Geary's Summer Ale,Kölsch,12,0.06%,N/A,323,D.L. Geary Brewing Company,Portland,ME
Stone of Arbroath,Scotch Ale / Wee Heavy,12,0.08,N/A,227,DC Brau Brewing Company,Washington,DC
The Tradition,American Blonde Ale,11.2,0.05%,15,227,DC Brau Brewing Company,Washington,DC
El Hefe Speaks,Hefeweizen,12,0.053,11,227,DC Brau Brewing Company,Washington,DC
Penn Quarter Porter,American Porter,12,0.055,N/A,227,DC Brau Brewing Company,Washington,DC
On the Wings of Armageddon,American Double / Imperial IPA,11.2,0.092,115,227,DC Brau Brewing Company,Washington,DC
The Corruption,American IPA,12,0.07%,80,227,DC Brau Brewing Company,Washington,DC
The Citizen,Belgian Pale Ale,12,0.07,N/A,227,DC Brau Brewing Company,Washington,DC
The Public,American Pale Ale (APA),12,0.06,N/A,227,DC Brau Brewing Company,Washington,DC
Dank IPA,American IPA,12,0.07%,N/A,451,Dad & Dude's Breweria,Aurora,CO
Dank IPA (2012),American IPA,12,0.07%,N/A,451,Dad & Dude's Breweria,Aurora,CO
Lift Off IPA,American IPA,12,0.07%,N/A,358,Daredevil Brewing Company,Shelbyville,IN
BrewFarm Select Golden Lager,American Pale Lager,12,0.055,N/A,554,Dave's Brewfarm,Wilson,WI
Sprocket Blonde Ale (2006),American Blonde Ale,12,0.05,N/A,333,David's Ale Works,Diamond Springs,CA
Sprocket Pale Ale (2006),American Pale Ale (APA),12,0.05,N/A,333,David's Ale Works,Diamond Springs,CA
Dead Armadillo Amber Ale,American Amber / Red Ale,12,0.06%,37,330,Dead Armadillo Craft Brewing,Tulsa,OK
Neato Bandito,Euro Pale Lager,12,0.06%,N/A,127,Deep Ellum Brewing Company,Dallas,TX
Oak Cliff Coffee Ale,American Brown Ale,12,0.08%,33,127,Deep Ellum Brewing Company,Dallas,TX
Dream Crusher Double IPA,American Double / Imperial IPA,12,0.085,100,127,Deep Ellum Brewing Company,Dallas,TX
Deep Ellum Pale Ale,American Pale Ale (APA),12,0.06%,N/A,127,Deep Ellum Brewing Company,Dallas,TX
Double Brown Stout,Baltic Porter,12,0.07,N/A,127,Deep Ellum Brewing Company,Dallas,TX
Farmhouse Wit,Saison / Farmhouse Ale,12,0.048,25,127,Deep Ellum Brewing Company,Dallas,TX
Rye Pils Session Lager,German Pilsener,12,0.046,N/A,127,Deep Ellum Brewing Company,Dallas,TX
Dallas Blonde,American Blonde Ale,12,0.05%,23,127,Deep Ellum Brewing Company,Dallas,TX
Deep Ellum IPA,American IPA,12,0.07,70,127,Deep Ellum Brewing Company,Dallas,TX
Thrasher Session India Pale Ale,American IPA,11.2,0.045,44,283,Defiance Brewing Company,Hays,KS
Gutch English Style Mild Ale,English Pale Mild Ale,12,0.05,16,283,Defiance Brewing Company,Hays,KS
Chuli Stout,Irish Dry Stout,12,0.059,55,453,Denali Brewing Company,Talkeetna,AK
Mother Ale,American Blonde Ale,12,0.056,46,453,Denali Brewing Company,Talkeetna,AK
Twister Creek India Pale Ale,American IPA,12,0.065,71,453,Denali Brewing Company,Talkeetna,AK
Single Engine Red,Irish Red Ale,12,0.058,46,453,Denali Brewing Company,Talkeetna,AK
Incredible Pedal IPA,American IPA,13.5,0.07,N/A,263,Denver Beer Company,Denver,CO
Graham Cracker Porter,American Porter,12,0.05%,N/A,263,Denver Beer Company,Denver,CO
Mirror Pond Pale Ale,American Pale Ale (APA),12,0.05%,40,454,Deschutes Brewery,Bend,OR
Weissenheimer,Hefeweizen,12,0.05%,16,57,Destihl Brewery,Bloomington,IL
Abbey's Single (2015- ),Abbey Single Ale,12,0.05%,22,57,Destihl Brewery,Bloomington,IL
Vertex IPA,American IPA,13.5,0.06%,76,57,Destihl Brewery,Bloomington IL,
Here Gose Nothin',Gose,12,0.05,12,57,Destihl Brewery,Bloomington IL,
Strawberry Blonde,Fruit / Vegetable Beer,12,0.05%,N/A,57,Destihl Brewery,Bloomington,IL
Hoperation Overload,American Double / Imperial IPA,12,0.096,85,57,Destihl Brewery,Bloomington,IL
Abbey's Single Ale (Current),Abbey Single Ale,12,0.05%,22,57,Destihl Brewery,Bloomington,IL
Bravo Four Point,American Pale Ale (APA),12,0.04%,45,237,Devil's Backbone Brewing Company,Lexington,VA
Striped Bass Pale Ale,American Pale Ale (APA),16,0.052,26,237,Devil's Backbone Brewing Company,Lexington,VA
Deadicated Amber,American Amber / Red Ale,12,0.05%,27,491,Devil's Canyon Brewery,Belmont,CA
Kaleidoscope Collaboration 2012,American Black Ale,12,,N/A,491,Devil's Canyon Brewery,Belmont CA,
California Sunshine Rye IPA,American IPA,12,0.071,85,491,Devil's Canyon Brewery,Belmont,CA
Full Boar Scotch Ale,Scotch Ale / Wee Heavy,12,0.074,12,491,Devil's Canyon Brewery,Belmont,CA
12 Man Pale Ale,American Pale Ale (APA),12,0.05%,N/A,319,Dick's Brewing Company,Centralia,WA
Filthy Hoppin' IPA,American IPA,12,0.07%,72,311,Dirty Bucket Brewing Company,Woodinville,WA
Dock Street Amber Beer (1992),American Amber / Red Ale,12,,N/A,488,Dock Street Brewery,Philadelphia,PA
Dolores River Hefeweizen,Hefeweizen,12,,N/A,531,Dolores River Brewery,Dolores,CO
Dolores River ESB,Extra Special / Strong Bitter (ESB),12,,N/A,531,Dolores River Brewery,Dolores,CO
Snaggletooth Double Pale Ale,American Double / Imperial IPA,12,,N/A,531,Dolores River Brewery,Dolores,CO
Dolores River Pale Ale,American Pale Ale (APA),12,,N/A,531,Dolores River Brewery,Dolores,CO
Dolores River Dry Stout,Irish Dry Stout,12,,N/A,531,Dolores River Brewery,Dolores,CO
Dolores River Mild,English Dark Mild Ale,12,,N/A,531,Dolores River Brewery,Dolores,CO
Cranberry Blend,Cider,12,0.049,N/A,446,Downeast Cider House,Leominster,MA
Orignal Blend,Cider,12,0.051,N/A,446,Downeast Cider House,Leominster,MA
Hop Abomination,American IPA,12,0.07%,100,496,Dry Dock Brewing Company,Aurora,CO
Apricot Blonde,Fruit / Vegetable Beer,12,0.051,17,496,Dry Dock Brewing Company,Aurora,CO
Dry Dock Hefeweizen,Hefeweizen,12,0.043,12,496,Dry Dock Brewing Company,Aurora,CO
Dry Dock Amber Ale,American Amber / Red Ale,12,0.06%,49,496,Dry Dock Brewing Company,Aurora,CO
Category 3 IPA,American IPA,12,0.06%,64,340,Due South Brewing Company,Boynton Beach,FL
Dundee Summer Wheat Beer,American Pale Wheat Ale,12,0.05%,18,538,Dundee Brewing Company,Rochester,NY
Pumpkin Patch Ale,Pumpkin Ale,12,0.05,N/A,369,Eddyline Brewery & Restaurant,Buena Vista,CO
Crank Yanker IPA,American IPA,12,0.078,74,369,Eddyline Brewery & Restaurant,Buena Vista,CO
River Runners Pale Ale,American Pale Ale (APA),12,0.06,N/A,369,Eddyline Brewery & Restaurant,Buena Vista,CO
Pumpkin Patch Ale (2012),Pumpkin Ale,12,0.05,N/A,369,Eddyline Brewery & Restaurant,Buena Vista,CO
Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,12,0.055,N/A,369,Eddyline Brewery & Restaurant,Buena Vista,CO
Boater Beer,German Pilsener,12,0.045,N/A,369,Eddyline Brewery & Restaurant,Buena Vista,CO
Crank Yanker IPA (2011),American IPA,12,0.078,74,369,Eddyline Brewery & Restaurant,Buena Vista,CO
Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),12,0.06%,N/A,352,Elevator Brewing Company,Columbus,OH
Dottie Seattle Lager,American Amber / Red Lager,12,0.049,25,516,Emerald City Beer Company,Seattle,WA
Nut Sack Imperial Brown Ale,American Brown Ale,12,0.07,N/A,465,Engine 15 Brewing,Jacksonville Beach,FL
